,Year,County,Females (Age 0-11),Females (Age 12-17),Females (Age 18-39),Females (Age >40),Total Female,Males (Age 0-11),Males (Age 12-17),Males (Age 18-39),Males (Age >40),Total Male,SRS_AG_ASSLT,SRS_ARSON,SRS_BURGLARY,SRS_MURDER,SRS_MVT,SRS_RAPE,SRS_ROBBERY,SRS_THEFT,SRS_TOTAL,NIB_ARSON,NIB_ASSAULT,NIB_BRIBERY,NIB_BURGLARY,NIB_DESTPROP,NIB_DRUGVIOL,NIB_EXTORTION,NIB_FORGERY,NIB_FSEX,NIB_GAMBVIOL,NIB_HTRFFCKNG,NIB_KIDNAP,NIB_MNSLGHTR,NIB_MURDER,NIB_NFSEX,NIB_PORN,NIB_PROPTOT,NIB_PROST,NIB_PRSNTOT,NIB_ROBBERY,NIB_SCTYTOT,NIB_THEFT,NIB_TOTAL,NIB_VIOLNCO,NIB_WEAPVIOL,ARR_AG_ASSLT,ARR_ARSON,ARR_BURGLARY,ARR_DRUG_CR,ARR_MURDER,ARR_MVT,ARR_OTHCRIME,ARR_RAPE,ARR_ROBBERY,ARR_THEFT,ARR_TOTAL,ARN_ARSON,ARN_ASSAULT,ARN_BRIBERY,ARN_BURGLARY,ARN_DESTPROP,ARN_DRUGVIOL,ARN_EXTORTION,ARN_FORGERY,ARN_FSEX,ARN_GAMBVIOL,ARN_GROUP_B,ARN_HTRFFCKNG,ARN_KIDNAP,ARN_MNSLGHTR,ARN_MURDER,ARN_NFSEX,ARN_PORN,ARN_PROST,ARN_ROBBERY,ARN_THEFT,ARN_TOTAL,ARN_VIOLNCO,ARN_WEAPVIOL,SCF_ASSAULT,SCF_DRUG_CR,SCF_HOMICIDE,SCF_MVT,SCF_OTHFELON,SCF_PROPCR,SCF_ROBBERY,SCF_SEXCR,SCF_TOTAL,JDP_OTHRADP,JDP_POST_ADP,JDP_PRE_ADP,JDP_CAPACITY,JDP_TOTALADP,JST_ASSAULT,JST_BURGLARY,JST_DRUG_CR,JST_MNSLGHTR,JST_MURDER,JST_OTHCRIME,JST_OTHPROPCR,JST_ROBBERY,JST_SEXCR,JST_TOTAL,JST_UNKNOWN,AJS_ASSAULT,AJS_AVG_SENT,AJS_BURGLARY,AJS_DRUG_CR,AJS_MNSLGHTR,AJS_MURDER,AJS_OTHCRIME,AJS_OTHPROPCR,AJS_ROBBERY,AJS_SEXCR,AJS_UNKNOWN,PDP_NEW_ADM,PDP_OTHER,PDP_PAROLE_V,PDP_READM,PDP_TOTAL,PST_ASSAULT,PST_BURGLARY,PST_DRUG_CR,PST_MNSLGHTR,PST_MURDER,PST_OTHCRIME,PST_OTHPROPCR,PST_ROBBERY,PST_SEXCR,PST_TOTAL,PST_UNKNOWN,APS_ASSAULT,APS_AVG_SENT,APS_BURGLARY,APS_DRUG_CR,APS_MNSLGHTR,APS_MURDER,APS_OTHCRIME,APS_OTHPROPCR,APS_ROBBERY,APS_SEXCR,APS_UNKNOWN,JRR_AG_ASSLT,JRR_ARSON,JRR_BURGLARY,JRR_DRUG_CR,JRR_MURDER,JRR_MVT,JRR_OTHFELCRIME,JRR_RAPE,JRR_ROBBERY,JRR_THEFT,JRR_TOTAL,JRN_ARSON,JRN_ASSAULT,JRN_BURGLARY,JRN_DESTPROP,JRN_DRUGVIOL,JRN_EXTORTION,JRN_FORGERY,JRN_FSEX,JRN_GROUP_B,JRN_KIDNAP,JRN_MNSLGHTR,JRN_MURDER,JRN_NFSEX,JRN_PORN,JRN_PROST,JRN_ROBBERY,JRN_THEFT,JRN_TOTAL,JRN_VIOLNCO,JRN_WEAPVIOL,JAD_DOC_ADM,JAD_NEW_ADM,JAD_READM,JAD_PAROLE_R,JAD_TOTAL,JUV_ASSAULT,JUV_BURGLARY,JUV_DRUG_CR,JUV_G_MSDMNR,JUV_MNSLGHTR,JUV_MSDMNR,JUV_MURDER,JUV_OTHFELCRIME,JUV_OTHPROPCR,JUV_ROBBERY,JUV_SEXCR,JUV_TOTAL,MIN_ASSAULT,MIN_AVG_MIN_DISP,MIN_BURGLARY,MIN_DRUG_CR,MIN_G_MSDMNR,MIN_MNSLGHTR,MIN_MSDMNR,MIN_MURDER,MIN_OTHFELCRIME,MIN_OTHPROPCR,MIN_ROBBERY,MIN_SEXCR,MAX_ASSAULT,MAX_AVG_MAX_DISP,MAX_BURGLARY,MAX_DRUG_CR,MAX_G_MSDMNR,MAX_MNSLGHTR,MAX_MSDMNR,MAX_MURDER,MAX_OTHFELCRIME,MAX_OTHPROPCR,MAX_ROBBERY,MAX_SEXCR,Total Population
725,2012,PIERCE,64359,31478,122951,190205,408993,67346,32903,123294,175664,399207,45,2,209,0,117,5,15,566,959,164,9853,1,8721,12915,3035,33,796,753,0,0,194,2,35,94,46,53278,208,13299,886,3916,29762,70493,2368,627,666,13,486,1056,10,83,12189,17,212,2131,16863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,1157,48,0.0,561,1495,238,243,4598,-99.0,-99.0,-99.0,1802,1547.0,640,134,478,0,0,154,547,23,43,2023,4,4.1,3.6,4.0,3.8,0.0,0.0,3.3,2.5,5.9,5.6,1.1,610,8,2154,617,1235,404,82,320,4,18,126,339,76,84,1476,23,41.4,44.1,37.1,24.8,64.5,508.4,31.8,33.0,68.4,79.4,42.7,76,8,101,211,2,20,1006,19,57,547,2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,20,64,89,78,32,23,580,0,209,0,43,259,10,25,1259,109.73684209999999,38.0,50.54545455,23.0,22.40625,0,12.23809524,0.0,42.83333333,55.35294118,276.0,105.42857140000001,125.16666670000001,42.2,72.18181818,37.7,22.40625,0.0,12.23809524,0.0,37.18181818,62.12121212,315.6666667,149.4285714,808200
726,2013,PIERCE,64963,31377,123073,192786,412199,67915,32745,123419,178223,402301,0,0,0,0,0,0,0,0,0,202,10022,0,7974,12637,2773,45,794,749,0,0,180,1,24,84,57,53478,178,13267,908,3807,30918,70552,2207,799,0,0,0,0,0,0,0,0,0,0,0,22,3873,0,645,632,1337,5,130,68,0,9902,0,78,2,22,22,7,115,278,3407,21487,699,243,673,1211,46,109.0,605,1634,214,233,4725,-99.0,-99.0,-99.0,1802,1150.0,492,126,529,1,0,155,572,28,21,1930,6,3.9,3.6,3.7,3.6,3.0,0.0,3.7,2.9,6.1,6.8,4.4,564,3,2818,639,1206,473,80,299,4,18,120,327,81,58,1488,28,43.4,40.8,36.8,25.4,133.8,288.8,26.4,30.3,62.6,82.3,33.0,0,0,0,0,0,0,0,0,0,0,0,11,645,112,160,268,0,2,47,436,10,0,1,6,2,2,51,592,2403,1,57,7,42,8,49,57,49,21,10,551,0,224,1,22,158,15,33,1084,124.8461538,29.7,89.5,18.5,15.1,0,12.54545455,1260.0,27.375,33.52173913,222.5,71.0,163.25,36.3,129.1666667,18.5,15.1,0.0,12.54545455,1260.0,45.75,43.86956522,292.5,114.4,814500
727,2014,PIERCE,65671,31278,123157,195551,415657,68830,32639,123200,180974,405643,0,0,0,0,0,0,0,0,0,162,9877,0,8382,10841,3042,53,800,794,0,0,170,2,30,85,66,51110,149,13203,981,4023,29891,68336,2245,766,0,0,0,0,0,0,0,0,0,0,0,27,3909,0,646,521,1533,5,148,89,0,9164,0,70,1,24,14,7,70,298,3086,20531,711,208,708,1392,44,133.0,604,1601,249,265,4996,-99.0,-99.0,-99.0,1717,1133.0,347,118,644,1,0,203,671,18,19,2021,0,4.2,3.7,3.8,4.1,0.1,0.0,3.8,2.9,6.3,6.0,0.0,531,6,2117,622,1159,314,83,226,15,25,147,467,53,83,1413,0,44.3,44.8,33.3,25.7,98.6,311.2,29.2,30.5,114.3,83.8,0.0,0,0,0,0,0,0,0,0,0,0,0,8,577,119,120,233,3,1,32,362,3,1,2,3,3,5,65,458,2024,1,28,2,55,6,46,63,65,12,27,549,0,227,0,27,128,19,30,1084,138.4210526,34.9,34.0,19.75,17.52941176,0,11.95652174,0.0,15.4,61.11111111,205.0,112.75,150.94736840000002,40.8,63.4,32.0,17.52941176,0.0,11.95652174,0.0,15.4,77.67857143,265.0,167.11111110000002,821300
728,2015,PIERCE,66396,31421,123185,198826,419828,69473,32820,122983,185016,410292,0,0,0,0,0,0,0,0,0,164,10075,2,7276,11458,3190,58,756,854,0,0,153,1,34,80,61,50923,164,13469,918,4179,30291,68571,2272,764,0,0,0,0,0,0,0,0,0,0,0,16,3711,0,678,502,1585,2,141,104,0,8090,0,74,1,31,16,8,119,222,2933,19157,724,200,741,1515,55,110.0,579,1491,205,301,4997,-99.0,-99.0,-99.0,1801,1115.0,319,116,738,0,0,216,723,25,7,2144,0,4.7,3.5,3.5,3.8,0.0,0.0,3.2,2.8,6.2,4.4,0.0,514,6,2516,592,1112,306,73,205,18,19,141,435,63,66,1326,0,43.5,41.5,37.4,24.8,104.1,375.0,27.3,29.2,52.4,75.4,0.0,0,0,0,0,0,0,0,0,0,0,0,9,572,99,122,181,0,5,31,292,1,1,3,6,1,1,35,307,1709,1,42,0,46,9,22,55,63,21,16,462,0,173,1,27,134,16,21,934,117.94736840000002,48.8,28.33333333,27.75,50.0,0,11.45,1939.0,18.16666667,35.25,257.4,34.25,135.63157890000002,54.8,52.83333333,64.5,50.0,0.0,11.45,1939.0,18.16666667,47.15,323.2,71.0,830120
729,2016,PIERCE,67791,31871,124670,203120,427452,70900,33268,123706,189165,417038,0,0,0,0,0,0,0,0,0,174,10205,2,6903,12452,3145,53,845,893,0,0,161,0,29,79,83,54129,114,13778,1008,4054,32692,71961,2411,712,0,0,0,0,0,0,0,0,0,0,0,30,3730,1,756,496,1447,1,118,110,0,8117,0,66,0,13,20,8,77,273,2941,19137,745,188,771,1245,55,93.0,652,1603,231,278,4928,-99.0,-99.0,-99.0,1716,1171.0,284,96,664,0,0,196,730,17,19,2006,0,4.4,3.3,4.0,3.6,0.0,0.0,3.9,2.3,5.5,5.1,0.0,466,11,3878,619,1096,290,76,225,18,25,132,406,43,86,1301,0,47.3,44.2,35.3,29.8,70.6,357.3,27.0,30.0,65.6,65.4,0.0,0,0,0,0,0,0,0,0,0,0,0,4,457,78,91,194,0,2,40,255,3,0,0,8,2,7,68,283,1536,2,42,1,36,7,31,44,70,16,11,368,0,118,0,18,138,12,17,768,44.31818182,29.6,26.22222222,30.2,16.5,0,14.2,0.0,16.85714286,34.41379310000001,203.16666669999998,213.2,55.13636364,35.4,42.55555556,59.6,16.5,0.0,14.2,0.0,16.85714286,42.62068966,258.0,293.0,844490
752,2012,SAN JUAN,724,463,1400,5600,8186,681,462,1389,5205,7739,0,0,0,0,0,0,0,0,0,0,51,0,70,63,19,0,1,6,0,0,0,0,0,0,0,294,0,77,0,19,160,390,20,0,1,0,6,3,0,0,66,2,0,7,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3.0,6,9,0,3,29,-99.0,-99.0,-99.0,-99,-99.0,2,0,5,0,0,0,3,0,0,10,0,4.5,4.6,0.0,6.1,0.0,0.0,0.0,2.1,0.0,0.0,0.0,3,0,2,1,4,2,0,3,0,0,1,2,0,0,8,0,12.0,21.0,0.0,12.7,0.0,0.0,12.0,47.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,7,1,0,1,0,0,11,0.0,126.8,105.0,0.0,0.0,0,0.0,1260.0,0.0,30.0,0.0,0.0,0.0,184.7,252.0,0.0,0.0,0.0,0.0,1750.0,0.0,30.0,0.0,0.0,15925
753,2013,SAN JUAN,710,460,1417,5641,8227,658,447,1400,5266,7773,0,0,0,0,0,0,0,0,0,2,65,0,69,32,11,0,0,5,0,0,1,0,0,1,0,266,0,86,2,11,161,363,14,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,3,1,4,0,0,2,0,110,0,0,0,0,0,1,0,3,10,163,1,0,7,6,0,1.0,5,12,2,3,36,-99.0,-99.0,-99.0,-99,-99.0,4,1,0,0,0,0,7,0,0,12,0,2.8,2.0,3.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0,0,13,1,1,1,1,2,0,0,0,0,0,2,6,0,108.0,48.0,60.0,28.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2,12,0,0,0,1,1,0,2,0,0,0,6,0,4,0,0,1,0,0,11,0.0,24.8,0.0,0.0,6.2,0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,32.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,315.0,0.0,0.0,16000
754,2014,SAN JUAN,696,463,1434,5689,8282,645,448,1391,5334,7818,0,0,0,0,0,0,0,0,0,1,49,0,39,26,9,0,0,3,0,0,1,0,0,1,1,205,0,60,0,11,139,276,6,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,1,0,55,0,0,0,0,0,0,0,0,2,71,0,0,4,5,0,1.0,3,12,0,2,27,-99.0,-99.0,-99.0,-99,2.0,6,1,3,0,0,1,5,0,1,17,0,4.2,3.4,5.0,3.4,0.0,0.0,1.3,1.8,0.0,6.0,0.0,3,0,11,0,3,1,3,0,0,0,0,2,0,1,7,0,12.0,23.2,32.7,0.0,0.0,0.0,0.0,18.8,0.0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0.0,10.5,0.0,0.0,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100
755,2015,SAN JUAN,677,457,1439,5750,8322,636,436,1390,5396,7858,0,0,0,0,0,0,0,0,0,1,62,0,53,28,7,0,1,3,0,0,0,0,0,2,1,274,0,74,0,11,191,359,7,3,0,0,0,0,0,0,0,0,0,0,0,0,26,0,3,0,0,0,0,1,0,117,0,0,0,0,0,0,0,0,10,157,0,0,13,3,0,2.0,4,9,0,2,33,-99.0,-99.0,-99.0,4,2.0,2,0,3,0,0,2,3,0,0,10,0,5.0,2.6,0.0,1.4,0.0,0.0,3.0,2.0,0.0,0.0,0.0,6,0,6,4,10,1,0,2,0,0,2,1,0,0,6,0,78.0,35.0,0.0,18.0,0.0,0.0,34.0,28.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,4,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,12,0.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16180
756,2016,SAN JUAN,679,456,1442,5824,8401,626,428,1391,5474,7919,0,0,0,0,0,0,0,0,0,3,66,0,36,8,13,0,1,8,0,0,0,0,1,1,2,221,0,94,1,16,172,331,18,1,0,0,0,0,0,0,0,0,0,0,0,0,43,0,3,0,1,0,0,0,0,115,0,0,0,1,0,1,0,0,10,179,4,1,7,3,1,0.0,2,12,0,2,27,-99.0,-99.0,-99.0,5,1.0,7,1,1,0,0,2,5,0,0,16,0,3.4,2.7,1.6,1.7,0.0,0.0,2.0,2.4,0.0,0.0,0.0,3,1,5,0,4,1,1,4,0,0,0,3,0,1,10,0,57.0,26.6,14.0,21.3,0.0,0.0,0.0,14.0,0.0,68.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,5,0.0,5.0,0.0,10.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16320
779,2012,SKAGIT,8887,4452,15224,30942,59505,9054,4660,15952,28779,58445,0,0,0,0,0,0,0,0,0,29,1582,0,1257,1796,1173,3,57,79,0,0,9,0,2,7,10,7392,7,2122,47,1345,4203,10859,443,155,32,2,128,266,1,40,1666,28,25,610,2798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,290,6,23.0,101,408,25,65,1073,-99.0,-99.0,-99.0,83,226.0,67,25,76,0,0,35,89,3,4,300,1,4.3,3.4,5.1,2.7,0.0,0.0,2.9,2.6,8.3,5.6,6.0,122,0,88,101,223,45,15,67,3,3,14,44,14,26,234,3,37.6,48.3,30.3,34.8,67.3,482.7,28.2,36.1,49.7,94.3,13.7,3,0,16,80,0,7,257,2,1,116,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,3,2,18,14,4,5,114,0,63,0,4,45,1,8,258,135.3,34.9,103.75,93.5,16.6875,0,6.625,0.0,11.75,47.35,364.0,169.83333330000002,145.9090909,36.9,103.75,93.5,16.6875,0.0,6.625,0.0,11.75,49.10526316,455.0,194.33333330000002,117950
780,2013,SKAGIT,8913,4436,15292,31192,59833,9067,4604,16033,29061,58767,0,0,0,0,0,0,0,0,0,27,1464,2,1143,1590,961,1,111,66,0,0,16,2,5,6,5,7453,4,1959,64,1131,4515,10543,400,161,0,0,0,0,0,0,0,0,0,0,0,6,698,0,156,92,347,0,30,29,0,1045,0,21,5,4,0,2,1,39,1097,3837,227,38,141,307,12,22.0,112,508,35,57,1194,-99.0,-99.0,-99.0,83,269.0,79,19,92,0,0,41,118,0,3,352,0,4.0,3.2,4.5,2.4,0.0,0.0,3.6,2.9,0.0,5.3,0.0,131,5,82,76,212,44,15,60,1,0,17,47,8,22,215,1,39.3,35.1,31.9,28.5,42.0,0.0,32.1,30.1,50.0,53.6,43.0,0,0,0,0,0,0,0,0,0,0,0,4,92,21,27,87,0,0,3,130,0,0,0,0,0,0,1,122,494,1,6,0,7,4,1,11,9,4,3,101,0,96,0,2,22,0,2,239,149.5714286,37.8,14.0,49.66666667,59.0625,0,9.230769231,0.0,17.0,17.33333333,0.0,105.0,178.125,45.1,14.0,49.66666667,68.25,0.0,9.230769231,0.0,17.0,29.58333333,0.0,252.0,118600
781,2014,SKAGIT,8916,4494,15318,31547,60275,9086,4601,16054,29484,59225,0,0,0,0,0,0,0,0,0,20,1334,0,982,1425,958,1,59,100,0,0,17,0,3,4,11,6501,1,1820,36,1112,3978,9433,362,142,0,0,0,0,0,0,0,0,0,0,0,6,620,0,119,88,263,1,17,34,0,911,0,17,0,0,1,2,0,33,1003,3338,200,23,135,228,5,11.0,72,367,37,55,910,-99.0,-99.0,-99.0,83,238.0,51,18,79,0,0,36,140,0,6,330,0,4.6,3.2,4.2,2.5,0.0,0.0,3.1,2.9,0.0,7.3,0.0,139,2,116,95,236,41,13,54,5,3,19,76,8,22,241,0,43.8,42.4,34.4,34.6,99.0,317.7,23.2,29.7,50.8,70.8,0.0,0,0,0,0,0,0,0,0,0,0,0,2,85,15,25,65,0,0,10,141,0,0,0,0,0,0,0,87,438,3,5,0,7,3,3,10,8,1,3,87,0,60,0,2,22,2,0,185,234.28571430000002,44.4,7.0,40.0,30.33333333,0,29.53846154,0.0,6.0,79.0625,22.5,0.0,247.28571430000002,47.6,7.0,40.0,30.33333333,0.0,32.23076923,0.0,6.0,93.9375,22.5,0.0,119500
782,2015,SKAGIT,8897,4531,15294,32037,60758,9039,4632,16027,30163,59862,0,0,0,0,0,0,0,0,0,16,1364,0,964,2030,1165,4,95,65,0,0,20,0,3,6,5,7448,0,1842,50,1388,4289,10678,384,218,0,0,0,0,0,0,0,0,0,0,0,3,693,0,152,107,281,0,19,24,0,994,0,21,0,3,0,4,0,34,1130,3723,223,35,158,286,8,20.0,121,399,29,45,1066,-99.0,-99.0,-99.0,83,205.0,37,18,42,0,0,29,80,0,6,212,0,4.2,3.2,4.3,2.7,0.0,0.0,2.2,2.9,0.0,5.7,0.0,119,7,220,71,197,32,11,42,1,1,12,51,8,21,179,0,31.3,37.4,53.3,33.7,180.0,123.0,24.2,28.9,60.1,54.6,0.0,0,0,0,0,0,0,0,0,0,0,0,7,81,19,47,44,0,0,5,114,0,0,0,0,0,0,9,132,462,1,3,0,9,1,2,10,3,1,2,72,0,46,0,2,18,2,10,156,8.5,57.5,4.0,4.5,55.2,0,15.13333333,0.0,101.5,41.6,178.5,295.0,8.5,64.7,4.0,4.5,55.2,0.0,15.13333333,0.0,101.5,56.3,252.0,366.4,120620
784,2016,SKAGIT,8973,4597,15253,32745,61568,9119,4684,15971,30928,60702,0,0,0,0,0,0,0,0,0,8,1325,0,858,1653,1527,5,122,59,0,0,16,0,6,3,7,6742,0,1830,55,1764,4041,10336,421,230,0,0,0,0,0,0,0,0,0,0,0,2,679,0,151,92,390,0,23,24,0,1120,0,13,0,3,0,1,0,28,982,3782,251,23,177,398,6,17.0,141,386,26,48,1199,-99.0,-99.0,-99.0,83,214.0,45,16,84,1,0,34,102,3,2,287,0,5.6,3.7,4.2,3.0,12.0,0.0,3.7,3.3,4.0,5.0,0.0,96,5,273,83,184,35,18,31,3,2,29,44,1,14,177,0,33.2,34.1,30.4,31.7,56.0,144.0,27.2,30.0,12.0,55.2,0.0,0,0,0,0,0,0,0,0,0,0,0,1,63,10,28,43,0,0,4,97,0,0,3,0,1,0,4,82,343,2,5,1,13,2,4,16,9,0,6,63,0,38,0,3,25,3,3,150,101.4444444,29.5,0.0,47.0,14.26666667,0,15.77777778,0.0,11.0,27.38461538,276.5,61.66666667,138.0,34.9,0.0,47.0,14.26666667,0.0,15.77777778,0.0,11.0,30.07692308,364.0,110.66666670000001,122270
805,2012,SKAMANIA,744,418,1271,3158,5592,764,449,1274,3196,5683,0,0,0,0,0,0,0,0,0,0,111,0,37,52,45,0,2,17,0,0,1,0,0,0,0,176,0,139,0,52,85,367,10,7,12,0,6,32,0,3,164,3,0,8,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,1,13.0,16,19,0,9,88,-99.0,-99.0,-99.0,47,27.0,5,0,8,0,0,4,5,0,0,23,1,4.3,2.5,0.0,2.1,0.0,0.0,1.0,3.0,0.0,0.0,0.5,6,0,15,4,10,4,0,1,0,0,1,3,1,2,12,0,40.5,68.8,0.0,20.0,0.0,0.0,57.0,28.7,171.0,165.0,0.0,0,0,0,0,0,2,14,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,0,8,0,0,0,0,1,18,0.0,18.3,0.0,0.0,36.25,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,22.7,0.0,0.0,45.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,11275
806,2013,SKAMANIA,736,421,1263,3189,5606,750,425,1285,3234,5694,0,0,0,0,0,0,0,0,0,0,103,0,27,37,23,0,3,10,0,0,2,0,0,0,0,148,0,133,0,25,81,306,18,2,0,0,0,0,0,0,0,0,0,0,0,0,62,0,3,5,13,0,1,7,0,61,0,2,0,0,0,0,0,0,10,171,5,2,22,19,1,2.0,14,17,2,15,92,-99.0,-99.0,-99.0,47,31.0,3,1,11,0,0,4,6,0,1,26,0,3.7,2.8,8.0,2.1,0.0,0.0,2.1,2.0,0.0,11.0,0.0,8,0,21,6,14,2,4,3,0,0,2,3,0,1,15,0,36.5,34.5,22.3,22.0,0.0,0.0,19.5,13.2,0.0,210.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,1,1,0,2,1,1,0,17,0,6,0,0,3,0,1,29,0.0,62.1,0.0,0.0,92.75,0,6.0,0.0,0.0,63.0,0.0,0.0,0.0,64.3,0.0,0.0,92.75,0.0,6.0,0.0,0.0,84.0,0.0,0.0,11300
807,2014,SKAMANIA,739,417,1261,3233,5649,734,426,1291,3271,5721,0,0,0,0,0,0,0,0,0,1,86,0,26,26,19,0,2,5,0,0,1,1,0,0,1,149,0,108,3,26,91,283,15,6,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,7,18,0,1,2,0,44,0,3,0,1,0,0,0,0,9,141,2,3,10,32,1,2.0,16,11,1,6,79,-99.0,-99.0,-99.0,47,25.0,4,1,16,0,0,11,4,0,1,37,0,1.5,3.0,9.0,2.6,0.0,0.0,2.2,5.8,0.0,6.0,0.0,12,0,11,7,19,5,0,3,0,0,2,2,2,7,21,0,32.4,36.8,0.0,52.0,0.0,0.0,18.0,12.0,54.0,41.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,9,0,0,0,2,1,1,3,1,2,0,9,0,10,0,0,6,0,0,28,30.0,50.4,364.0,0.0,3.75,0,4.333333333,0.0,0.0,96.25,0.0,0.0,30.0,50.4,364.0,0.0,3.75,0.0,4.333333333,0.0,0.0,96.25,0.0,0.0,11370
808,2015,SKAMANIA,727,412,1257,3285,5681,706,425,1290,3328,5749,0,0,0,0,0,0,0,0,0,1,57,0,34,17,8,0,6,12,0,0,1,0,0,0,0,163,0,82,0,13,105,258,12,5,0,0,0,0,0,0,0,0,0,0,0,1,39,0,2,4,7,0,0,2,0,40,0,1,0,0,0,0,0,0,14,116,3,3,8,10,0,3.0,11,13,1,9,55,-99.0,-99.0,-99.0,47,27.0,5,0,12,0,0,8,4,0,2,31,0,2.9,3.1,0.0,2.4,0.0,0.0,3.2,4.4,0.0,5.0,0.0,15,0,11,6,21,7,1,4,2,0,2,7,0,0,23,0,28.8,28.2,12.8,15.0,58.5,0.0,45.5,23.7,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8,0,2,0,2,2,2,4,1,0,0,8,0,2,0,0,3,2,2,18,126.0,47.9,0.0,0.0,3.75,0,0.0,0.0,0.0,91.0,143.5,73.5,168.0,50.3,0.0,0.0,3.75,0.0,0.0,0.0,0.0,91.0,143.5,73.5,11430
809,2016,SKAMANIA,710,408,1251,3329,5698,712,423,1287,3380,5802,0,0,0,0,0,0,0,0,0,0,62,0,21,17,12,0,1,4,0,0,1,0,0,0,0,92,1,80,0,15,53,187,13,2,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,7,11,0,0,3,0,29,0,1,0,0,0,0,1,0,7,94,0,2,18,17,1,4.0,3,17,0,8,68,-99.0,-99.0,-99.0,47,28.8,8,1,11,0,0,3,11,0,0,34,0,4.1,3.3,1.3,2.1,0.0,0.0,3.3,4.2,0.0,0.0,0.0,8,0,17,7,15,3,0,1,0,0,2,7,0,3,16,0,31.6,34.9,0.0,16.0,0.0,0.0,17.0,15.5,0.0,101.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,1,2,0.0,55.0,0.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,128.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,11500
