RETAILERS,,,
License Number,Reporting Period, Total Sales , Excise Tax Due 
413802,2/1/2017 - 2/28/2017," $114,994 "," $42,548 "
421568,2/1/2017 - 2/28/2017," $52,122 "," $19,285 "
410831,2/1/2017 - 2/28/2017," $312,776 "," $115,727 "
413901,2/1/2017 - 2/28/2017," $158,316 "," $58,577 "
415361,2/1/2017 - 2/28/2017," $59,611 "," $22,056 "
415504,2/1/2017 - 2/28/2017," $594,896 "," $220,111 "
72437,2/1/2017 - 2/28/2017, $104 , $38 
415203,2/1/2017 - 2/28/2017," $204,542 "," $75,681 "
413893,2/1/2017 - 2/28/2017," $298,888 "," $110,589 "
420661,2/1/2017 - 2/28/2017," $102,777 "," $38,027 "
421005,2/1/2017 - 2/28/2017," $174,060 "," $64,402 "
424057,2/1/2017 - 2/28/2017," $59,062 "," $21,853 "
414211,2/1/2017 - 2/28/2017," $404,648 "," $149,720 "
82587,2/1/2017 - 2/28/2017, $1 , $0.51 
360307,2/1/2017 - 2/28/2017," $454,735 "," $168,252 "
415567,2/1/2017 - 2/28/2017," $237,439 "," $87,852 "
422944,2/1/2017 - 2/28/2017," $140,972 "," $52,160 "
413319,2/1/2017 - 2/28/2017," $236,114 "," $87,362 "
420123,2/1/2017 - 2/28/2017," $59,588 "," $22,048 "
414970,2/1/2017 - 2/28/2017," $186,639 "," $69,056 "
421083,2/1/2017 - 2/28/2017," $62,319 "," $23,058 "
421630,2/1/2017 - 2/28/2017," $70,997 "," $26,269 "
422570,2/1/2017 - 2/28/2017," $125,662 "," $46,495 "
402780,2/1/2017 - 2/28/2017," $75,864 "," $28,070 "
422466,2/1/2017 - 2/28/2017," $26,154 "," $9,677 "
422992,2/1/2017 - 2/28/2017," $112,347 "," $41,568 "
415575,2/1/2017 - 2/28/2017," $153,780 "," $56,899 "
413366,2/1/2017 - 2/28/2017," $141,081 "," $52,200 "
414060,2/1/2017 - 2/28/2017," $259,489 "," $96,011 "
421813,2/1/2017 - 2/28/2017," $82,437 "," $30,502 "
415094,2/1/2017 - 2/28/2017," $349,577 "," $129,343 "
413819,2/1/2017 - 2/28/2017," $406,017 "," $150,226 "
413492,2/1/2017 - 2/28/2017," $82,534 "," $30,537 "
413940,2/1/2017 - 2/28/2017," $232,491 "," $86,022 "
414817,2/1/2017 - 2/28/2017," $459,807 "," $170,129 "
413358,2/1/2017 - 2/28/2017," $1,125,942 "," $416,599 "
413803,2/1/2017 - 2/28/2017," $282,924 "," $104,682 "
414491,2/1/2017 - 2/28/2017," $347,338 "," $128,515 "
413729,2/1/2017 - 2/28/2017," $106,372 "," $39,357 "
422234,2/1/2017 - 2/28/2017," $57,042 "," $21,106 "
422097,2/1/2017 - 2/28/2017," $10,696 "," $3,958 "
413529,2/1/2017 - 2/28/2017," $47,099 "," $17,427 "
423571,2/1/2017 - 2/28/2017," $114,365 "," $42,315 "
414503,2/1/2017 - 2/28/2017," $308,650 "," $114,201 "
413374,2/1/2017 - 2/28/2017," $240,230 "," $88,885 "
423754,2/1/2017 - 2/28/2017," $127,586 "," $47,207 "
423036,2/1/2017 - 2/28/2017," $29,591 "," $10,949 "
421332,2/1/2017 - 2/28/2017," $24,347 "," $9,008 "
414174,2/1/2017 - 2/28/2017," $259,652 "," $96,071 "
414569,2/1/2017 - 2/28/2017," $246,832 "," $91,328 "
414841,2/1/2017 - 2/28/2017," $432,510 "," $160,029 "
413363,2/1/2017 - 2/28/2017," $418,513 "," $154,850 "
414495,2/1/2017 - 2/28/2017," $152,720 "," $56,506 "
84130,2/1/2017 - 2/28/2017," $23,188 "," $8,580 "
415064,2/1/2017 - 2/28/2017," $61,161 "," $22,629 "
414714,2/1/2017 - 2/28/2017," $790,744 "," $292,575 "
415211,2/1/2017 - 2/28/2017," $237,482 "," $87,868 "
422049,2/1/2017 - 2/28/2017," $144,717 "," $53,545 "
414280,2/1/2017 - 2/28/2017," $153,951 "," $56,962 "
421708,2/1/2017 - 2/28/2017," $220,523 "," $81,594 "
412922,2/1/2017 - 2/28/2017," $172,825 "," $63,945 "
415031,2/1/2017 - 2/28/2017," $178,182 "," $65,927 "
413558,2/1/2017 - 2/28/2017," $516,828 "," $191,227 "
415539,2/1/2017 - 2/28/2017," $32,097 "," $11,876 "
422168,2/1/2017 - 2/28/2017," $79,753 "," $29,509 "
414292,2/1/2017 - 2/28/2017," $57,170 "," $21,153 "
415294,2/1/2017 - 2/28/2017," $37,516 "," $13,881 "
414785,2/1/2017 - 2/28/2017," $164,791 "," $60,973 "
413737,2/1/2017 - 2/28/2017," $153,206 "," $56,686 "
412923,2/1/2017 - 2/28/2017," $607,578 "," $224,804 "
414450,2/1/2017 - 2/28/2017," $19,301 "," $7,141 "
350641,2/1/2017 - 2/28/2017," $22,797 "," $8,435 "
414108,2/1/2017 - 2/28/2017, $80 , $30 
414761,2/1/2017 - 2/28/2017," $78,626 "," $29,092 "
415130,2/1/2017 - 2/28/2017," $215,861 "," $79,868 "
421667,2/1/2017 - 2/28/2017," $36,152 "," $13,376 "
416540,2/1/2017 - 2/28/2017," $206,121 "," $76,265 "
413886,2/1/2017 - 2/28/2017," $219,234 "," $81,116 "
414918,2/1/2017 - 2/28/2017," $76,352 "," $28,250 "
414755,2/1/2017 - 2/28/2017," $85,089 "," $31,483 "
414573,2/1/2017 - 2/28/2017," $32,552 "," $12,044 "
413798,2/1/2017 - 2/28/2017," $88,586 "," $32,777 "
422504,2/1/2017 - 2/28/2017," $127,371 "," $47,127 "
410798,2/1/2017 - 2/28/2017," $157,132 "," $58,139 "
413801,2/1/2017 - 2/28/2017," $49,011 "," $18,134 "
414417,2/1/2017 - 2/28/2017," $493,475 "," $182,586 "
81400,2/1/2017 - 2/28/2017," $59,888 "," $22,159 "
421759,2/1/2017 - 2/28/2017," $132,897 "," $49,172 "
420793,2/1/2017 - 2/28/2017," $105,673 "," $39,099 "
422572,2/1/2017 - 2/28/2017," $840,153 "," $310,857 "
422655,2/1/2017 - 2/28/2017," $13,781 "," $5,099 "
414356,2/1/2017 - 2/28/2017," $218,428 "," $80,818 "
420898,2/1/2017 - 2/28/2017," $115,814 "," $42,851 "
422103,2/1/2017 - 2/28/2017," $174,474 "," $64,555 "
415112,2/1/2017 - 2/28/2017," $574,574 "," $212,592 "
414295,2/1/2017 - 2/28/2017," $759,968 "," $281,188 "
413541,2/1/2017 - 2/28/2017," $185,634 "," $68,685 "
413428,2/1/2017 - 2/28/2017," $44,768 "," $16,564 "
415124,2/1/2017 - 2/28/2017," $75,957 "," $28,104 "
421900,2/1/2017 - 2/28/2017," $283,891 "," $105,040 "
354876,2/1/2017 - 2/28/2017," $275,011 "," $101,754 "
423379,2/1/2017 - 2/28/2017," $651,502 "," $241,056 "
415333,2/1/2017 - 2/28/2017," $512,737 "," $189,713 "
421409,2/1/2017 - 2/28/2017," $230,453 "," $85,267 "
402039,2/1/2017 - 2/28/2017," $275,784 "," $102,040 "
421918,2/1/2017 - 2/28/2017," $18,617 "," $6,888 "
411970,2/1/2017 - 2/28/2017," $42,213 "," $15,619 "
419759,2/1/2017 - 2/28/2017," $44,854 "," $16,596 "
413702,2/1/2017 - 2/28/2017," $42,882 "," $15,867 "
413683,2/1/2017 - 2/28/2017," $484,715 "," $179,344 "
420291,2/1/2017 - 2/28/2017," $305,049 "," $112,868 "
413570,2/1/2017 - 2/28/2017," $364,676 "," $134,930 "
422431,2/1/2017 - 2/28/2017," $111,838 "," $41,380 "
413550,2/1/2017 - 2/28/2017," $227,446 "," $84,155 "
414430,2/1/2017 - 2/28/2017," $185,679 "," $68,701 "
423977,2/1/2017 - 2/28/2017," $47,580 "," $17,605 "
413534,2/1/2017 - 2/28/2017," $176,319 "," $65,238 "
421702,2/1/2017 - 2/28/2017," $483,793 "," $179,003 "
423000,2/1/2017 - 2/28/2017," $63,384 "," $23,452 "
422218,2/1/2017 - 2/28/2017," $682,932 "," $252,685 "
414889,2/1/2017 - 2/28/2017," $503,370 "," $186,247 "
421350,2/1/2017 - 2/28/2017," $5,017 "," $1,856 "
413843,2/1/2017 - 2/28/2017," $216,820 "," $80,223 "
414750,2/1/2017 - 2/28/2017," $103,334 "," $38,234 "
413727,2/1/2017 - 2/28/2017," $154,982 "," $57,343 "
414867,2/1/2017 - 2/28/2017," $695,154 "," $257,207 "
423203,2/1/2017 - 2/28/2017," $57,830 "," $21,397 "
417643,2/1/2017 - 2/28/2017," $43,330 "," $16,032 "
421168,2/1/2017 - 2/28/2017," $150,530 "," $55,696 "
422012,2/1/2017 - 2/28/2017," $62,780 "," $23,229 "
413846,2/1/2017 - 2/28/2017," $13,488 "," $4,990 "
424117,2/1/2017 - 2/28/2017," $62,375 "," $23,079 "
421359,2/1/2017 - 2/28/2017," $74,172 "," $27,444 "
420336,2/1/2017 - 2/28/2017," $91,614 "," $33,897 "
421552,2/1/2017 - 2/28/2017," $92,678 "," $34,291 "
414520,2/1/2017 - 2/28/2017," $707,236 "," $261,677 "
416102,2/1/2017 - 2/28/2017," $158,457 "," $58,629 "
415509,2/1/2017 - 2/28/2017," $108,642 "," $40,198 "
417880,2/1/2017 - 2/28/2017," $58,079 "," $21,489 "
420741,2/1/2017 - 2/28/2017," $370,778 "," $137,188 "
415425,2/1/2017 - 2/28/2017," $126,481 "," $46,798 "
415216,2/1/2017 - 2/28/2017," $207,638 "," $76,826 "
415222,2/1/2017 - 2/28/2017," $124,095 "," $45,915 "
415406,2/1/2017 - 2/28/2017," $148,891 "," $55,090 "
414243,2/1/2017 - 2/28/2017," $140,393 "," $51,946 "
414823,2/1/2017 - 2/28/2017," $376,960 "," $139,475 "
413544,2/1/2017 - 2/28/2017," $203,346 "," $75,238 "
422278,2/1/2017 - 2/28/2017," $224,126 "," $82,927 "
412370,2/1/2017 - 2/28/2017," $237,342 "," $87,816 "
414963,2/1/2017 - 2/28/2017," $222,175 "," $82,205 "
415429,2/1/2017 - 2/28/2017," $133,390 "," $49,354 "
420497,2/1/2017 - 2/28/2017," $78,045 "," $28,877 "
422442,2/1/2017 - 2/28/2017," $269,712 "," $99,793 "
414532,2/1/2017 - 2/28/2017," $381,320 "," $141,088 "
414160,2/1/2017 - 2/28/2017," $134,269 "," $49,679 "
414876,2/1/2017 - 2/28/2017," $1,304,314 "," $482,596 "
421805,2/1/2017 - 2/28/2017," $505,017 "," $186,856 "
421789,2/1/2017 - 2/28/2017," $317,281 "," $117,394 "
413414,2/1/2017 - 2/28/2017," $84,210 "," $31,158 "
414893,2/1/2017 - 2/28/2017," $160,258 "," $59,295 "
422298,2/1/2017 - 2/28/2017," $29,947 "," $11,081 "
421632,2/1/2017 - 2/28/2017," $49,821 "," $18,434 "
420400,2/1/2017 - 2/28/2017," $35,056 "," $12,971 "
419640,2/1/2017 - 2/28/2017," $129,636 "," $47,965 "
420889,2/1/2017 - 2/28/2017," $183,002 "," $67,711 "
415652,2/1/2017 - 2/28/2017," $286,366 "," $105,955 "
414864,2/1/2017 - 2/28/2017," $107,679 "," $39,841 "
417646,2/1/2017 - 2/28/2017," $69,282 "," $25,634 "
422158,2/1/2017 - 2/28/2017," $143,299 "," $53,021 "
424257,2/1/2017 - 2/28/2017," $80,365 "," $29,735 "
415037,2/1/2017 - 2/28/2017, $160 , $59 
424311,2/1/2017 - 2/28/2017," $336,702 "," $124,580 "
415325,2/1/2017 - 2/28/2017," $86,528 "," $32,015 "
415001,2/1/2017 - 2/28/2017," $171,171 "," $63,333 "
414735,2/1/2017 - 2/28/2017," $102,336 "," $37,864 "
415314,2/1/2017 - 2/28/2017," $83,590 "," $30,928 "
422796,2/1/2017 - 2/28/2017," $39,475 "," $14,606 "
413980,2/1/2017 - 2/28/2017," $421,965 "," $156,127 "
424190,2/1/2017 - 2/28/2017," $37,273 "," $13,791 "
413930,2/1/2017 - 2/28/2017," $52,786 "," $19,531 "
423390,2/1/2017 - 2/28/2017," $65,658 "," $24,294 "
414181,2/1/2017 - 2/28/2017," $149,933 "," $55,475 "
413732,2/1/2017 - 2/28/2017," $319,387 "," $118,173 "
421698,2/1/2017 - 2/28/2017," $230,504 "," $85,286 "
415658,2/1/2017 - 2/28/2017," $245,789 "," $90,942 "
422507,2/1/2017 - 2/28/2017," $34,705 "," $12,841 "
413407,2/1/2017 - 2/28/2017," $75,389 "," $27,894 "
423492,2/1/2017 - 2/28/2017," $314,176 "," $116,245 "
421490,2/1/2017 - 2/28/2017," $129,043 "," $47,746 "
413372,2/1/2017 - 2/28/2017," $329,676 "," $121,980 "
413551,2/1/2017 - 2/28/2017," $151,548 "," $56,073 "
423402,2/1/2017 - 2/28/2017," $260,927 "," $96,543 "
415348,2/1/2017 - 2/28/2017," $162,055 "," $59,960 "
422138,2/1/2017 - 2/28/2017," $137,313 "," $50,806 "
414656,2/1/2017 - 2/28/2017," $145,579 "," $53,864 "
414712,2/1/2017 - 2/28/2017," $14,146 "," $5,234 "
414812,2/1/2017 - 2/28/2017," $220,596 "," $81,620 "
76189,2/1/2017 - 2/28/2017," $15,268 "," $5,649 "
423536,2/1/2017 - 2/28/2017," $145,649 "," $53,890 "
413809,2/1/2017 - 2/28/2017," $191,763 "," $70,952 "
79013,2/1/2017 - 2/28/2017," $114,308 "," $42,294 "
420819,2/1/2017 - 2/28/2017," $135,749 "," $50,227 "
415229,2/1/2017 - 2/28/2017," $317,104 "," $117,328 "
414574,2/1/2017 - 2/28/2017," $134,926 "," $49,923 "
421084,2/1/2017 - 2/28/2017," $416,486 "," $154,100 "
415238,2/1/2017 - 2/28/2017," $132,775 "," $49,127 "
422109,2/1/2017 - 2/28/2017," $167,835 "," $62,099 "
414680,2/1/2017 - 2/28/2017," $109,890 "," $40,659 "
413479,2/1/2017 - 2/28/2017," $194,450 "," $71,946 "
423224,2/1/2017 - 2/28/2017," $124,586 "," $46,097 "
421876,2/1/2017 - 2/28/2017," $84,976 "," $31,441 "
414723,2/1/2017 - 2/28/2017," $325,915 "," $120,589 "
414500,2/1/2017 - 2/28/2017," $135,722 "," $50,217 "
404933,2/1/2017 - 2/28/2017," $98,362 "," $36,394 "
414460,2/1/2017 - 2/28/2017," $28,427 "," $10,518 "
415132,2/1/2017 - 2/28/2017," $285,946 "," $105,800 "
413692,2/1/2017 - 2/28/2017," $201,660 "," $74,614 "
414740,2/1/2017 - 2/28/2017," $141,972 "," $52,530 "
413739,2/1/2017 - 2/28/2017," $517,823 "," $191,595 "
417114,2/1/2017 - 2/28/2017," $341,283 "," $126,275 "
414664,2/1/2017 - 2/28/2017," $481,316 "," $178,087 "
421616,2/1/2017 - 2/28/2017," $104,169 "," $38,543 "
412066,2/1/2017 - 2/28/2017," $51,747 "," $19,147 "
353260,2/1/2017 - 2/28/2017," $53,324 "," $19,730 "
414780,2/1/2017 - 2/28/2017," $180,139 "," $66,652 "
414731,2/1/2017 - 2/28/2017," $397,784 "," $147,180 "
413519,2/1/2017 - 2/28/2017," $171,468 "," $63,443 "
413994,2/1/2017 - 2/28/2017," $53,098 "," $19,646 "
422350,2/1/2017 - 2/28/2017," $116,120 "," $42,964 "
414101,2/1/2017 - 2/28/2017," $159,835 "," $59,139 "
413762,2/1/2017 - 2/28/2017," $163,064 "," $60,334 "
86823,2/1/2017 - 2/28/2017," $127,161 "," $47,050 "
422146,2/1/2017 - 2/28/2017," $320,881 "," $118,726 "
421695,2/1/2017 - 2/28/2017," $104,603 "," $38,703 "
422010,2/1/2017 - 2/28/2017, $705 , $261 
413596,2/1/2017 - 2/28/2017," $260,643 "," $96,438 "
414250,2/1/2017 - 2/28/2017," $67,055 "," $24,811 "
413847,2/1/2017 - 2/28/2017," $83,891 "," $31,040 "
423829,2/1/2017 - 2/28/2017," $95,050 "," $35,168 "
415523,2/1/2017 - 2/28/2017," $65,106 "," $24,089 "
413385,2/1/2017 - 2/28/2017," $47,802 "," $17,687 "
422460,2/1/2017 - 2/28/2017," $12,795 "," $4,734 "
422336,2/1/2017 - 2/28/2017," $120,384 "," $44,542 "
414002,2/1/2017 - 2/28/2017," $116,439 "," $43,082 "
415198,2/1/2017 - 2/28/2017," $212,794 "," $78,734 "
420894,2/1/2017 - 2/28/2017," $38,625 "," $14,291 "
421335,2/1/2017 - 2/28/2017," $162,006 "," $59,942 "
421069,2/1/2017 - 2/28/2017," $133,780 "," $49,498 "
415645,2/1/2017 - 2/28/2017," $153,165 "," $56,671 "
413426,2/1/2017 - 2/28/2017," $164,511 "," $60,869 "
353993,2/1/2017 - 2/28/2017," $5,466 "," $2,022 "
413897,2/1/2017 - 2/28/2017," $61,373 "," $22,708 "
423372,2/1/2017 - 2/28/2017," $241,927 "," $89,513 "
413791,2/1/2017 - 2/28/2017," $445,556 "," $164,856 "
400772,2/1/2017 - 2/28/2017," $119,806 "," $44,328 "
413258,2/1/2017 - 2/28/2017," $420,861 "," $155,719 "
413420,2/1/2017 - 2/28/2017," $421,338 "," $155,895 "
422658,2/1/2017 - 2/28/2017," $2,838 "," $1,050 "
415410,2/1/2017 - 2/28/2017," $242,333 "," $89,663 "
413357,2/1/2017 - 2/28/2017," $137,037 "," $50,704 "
412490,2/1/2017 - 2/28/2017," $349,423 "," $129,287 "
412495,2/1/2017 - 2/28/2017," $78,659 "," $29,104 "
414958,2/1/2017 - 2/28/2017," $115,179 "," $42,616 "
420934,2/1/2017 - 2/28/2017," $81,911 "," $30,307 "
413481,2/1/2017 - 2/28/2017," $174,114 "," $64,422 "
413600,2/1/2017 - 2/28/2017," $70,928 "," $26,243 "
415484,2/1/2017 - 2/28/2017," $60,977 "," $22,561 "
423634,2/1/2017 - 2/28/2017," $147,849 "," $54,704 "
71368,2/1/2017 - 2/28/2017," $275,422 "," $101,906 "
84045,2/1/2017 - 2/28/2017," $410,328 "," $151,821 "
413848,2/1/2017 - 2/28/2017," $458,110 "," $169,501 "
412921,2/1/2017 - 2/28/2017," $164,553 "," $60,885 "
76458,2/1/2017 - 2/28/2017," $27,819 "," $10,293 "
420801,2/1/2017 - 2/28/2017," $145,551 "," $53,854 "
414065,2/1/2017 - 2/28/2017," $161,341 "," $59,696 "
420800,2/1/2017 - 2/28/2017," $44,223 "," $16,362 "
413677,2/1/2017 - 2/28/2017," $104,372 "," $38,618 "
415513,2/1/2017 - 2/28/2017," $90,807 "," $33,598 "
415507,2/1/2017 - 2/28/2017," $167,618 "," $62,019 "
415517,2/1/2017 - 2/28/2017," $200,540 "," $74,200 "
414539,2/1/2017 - 2/28/2017," $3,915 "," $1,448 "
415303,2/1/2017 - 2/28/2017," $55,968 "," $20,708 "
414983,2/1/2017 - 2/28/2017," $353,299 "," $130,721 "
413870,2/1/2017 - 2/28/2017," $158,920 "," $58,801 "
414216,2/1/2017 - 2/28/2017," $15,815 "," $5,852 "
415343,2/1/2017 - 2/28/2017," $71,736 "," $26,543 "
414470,2/1/2017 - 2/28/2017," $101,604 "," $37,594 "
413773,2/1/2017 - 2/28/2017," $243,391 "," $90,055 "
412494,2/1/2017 - 2/28/2017," $605,033 "," $223,862 "
414716,2/1/2017 - 2/28/2017," $244,447 "," $90,446 "
413926,2/1/2017 - 2/28/2017," $68,164 "," $25,221 "
414829,2/1/2017 - 2/28/2017," $389,927 "," $144,273 "
414868,2/1/2017 - 2/28/2017," $355,756 "," $131,630 "
415115,2/1/2017 - 2/28/2017," $138,359 "," $51,193 "
415183,2/1/2017 - 2/28/2017," $169,550 "," $62,733 "
400209,2/1/2017 - 2/28/2017," $51,167 "," $18,932 "
417486,2/1/2017 - 2/28/2017," $79,508 "," $29,418 "
414256,2/1/2017 - 2/28/2017," $116,161 "," $42,979 "
417469,2/1/2017 - 2/28/2017," $72,905 "," $26,975 "
413369,2/1/2017 - 2/28/2017," $550,694 "," $203,757 "
414871,2/1/2017 - 2/28/2017," $235,425 "," $87,107 "
414345,2/1/2017 - 2/28/2017," $89,739 "," $33,204 "
421141,2/1/2017 - 2/28/2017," $419,623 "," $155,261 "
414533,2/1/2017 - 2/28/2017," $746,561 "," $276,228 "
421514,2/1/2017 - 2/28/2017," $138,132 "," $51,109 "
415010,2/1/2017 - 2/28/2017," $472,540 "," $174,840 "
415534,2/1/2017 - 2/28/2017," $59,310 "," $21,945 "
415445,2/1/2017 - 2/28/2017," $75,192 "," $27,821 "
415641,2/1/2017 - 2/28/2017," $130,256 "," $48,195 "
414011,2/1/2017 - 2/28/2017," $346,477 "," $128,197 "
414995,2/1/2017 - 2/28/2017," $128,242 "," $47,450 "
421707,2/1/2017 - 2/28/2017," $16,721 "," $6,187 "
412466,2/1/2017 - 2/28/2017," $91,966 "," $34,027 "
417511,2/1/2017 - 2/28/2017," $43,153 "," $15,967 "
423993,2/1/2017 - 2/28/2017," $12,427 "," $4,598 "
414398,2/1/2017 - 2/28/2017," $238,759 "," $88,341 "
414959,2/1/2017 - 2/28/2017," $15,546 "," $5,752 "
414449,2/1/2017 - 2/28/2017," $661,686 "," $244,824 "
415488,2/1/2017 - 2/28/2017," $187,228 "," $69,274 "
RETAILERS PERIOD TOTAL,2/1/2017 - 2/28/2017," $67,517,148 "," $24,981,345 "
414884,3/1/2017 - 3/31/2017," $240,351 "," $88,930 "
423413,3/1/2017 - 3/31/2017," $517,777 "," $191,577 "
415470,3/1/2017 - 3/31/2017," $271,264 "," $100,368 "
413314,3/1/2017 - 3/31/2017," $210,196 "," $77,772 "
423775,3/1/2017 - 3/31/2017," $97,497 "," $36,074 "
84154,3/1/2017 - 3/31/2017," $279,802 "," $103,527 "
423784,3/1/2017 - 3/31/2017," $223,501 "," $82,695 "
413310,3/1/2017 - 3/31/2017, $29 , $11 
415083,3/1/2017 - 3/31/2017," $752,952 "," $278,592 "
415526,3/1/2017 - 3/31/2017," $261,220 "," $96,652 "
414550,3/1/2017 - 3/31/2017," $157,612 "," $58,316 "
414733,3/1/2017 - 3/31/2017," $415,180 "," $153,617 "
413586,3/1/2017 - 3/31/2017," $128,051 "," $47,379 "
413700,3/1/2017 - 3/31/2017," $18,631 "," $6,894 "
421562,3/1/2017 - 3/31/2017," $283,281 "," $104,814 "
421757,3/1/2017 - 3/31/2017," $152,514 "," $56,430 "
421491,3/1/2017 - 3/31/2017," $98,895 "," $36,591 "
413821,3/1/2017 - 3/31/2017," $80,945 "," $29,949 "
414441,3/1/2017 - 3/31/2017," $120,554 "," $44,605 "
414225,3/1/2017 - 3/31/2017," $216,693 "," $80,176 "
415486,3/1/2017 - 3/31/2017," $86,712 "," $32,083 "
422954,3/1/2017 - 3/31/2017," $14,065 "," $5,204 "
410332,3/1/2017 - 3/31/2017," $302,259 "," $111,836 "
421652,3/1/2017 - 3/31/2017," $74,595 "," $27,600 "
421110,3/1/2017 - 3/31/2017," $262,921 "," $97,281 "
422447,3/1/2017 - 3/31/2017," $298,239 "," $110,349 "
413530,3/1/2017 - 3/31/2017," $33,516 "," $12,401 "
414558,3/1/2017 - 3/31/2017," $37,235 "," $13,777 "
420478,3/1/2017 - 3/31/2017," $121,429 "," $44,929 "
415253,3/1/2017 - 3/31/2017," $665,652 "," $246,291 "
421709,3/1/2017 - 3/31/2017," $95,573 "," $35,362 "
422202,3/1/2017 - 3/31/2017," $53,167 "," $19,672 "
413802,3/1/2017 - 3/31/2017," $125,676 "," $46,500 "
421568,3/1/2017 - 3/31/2017," $91,411 "," $33,822 "
410831,3/1/2017 - 3/31/2017," $348,059 "," $128,782 "
413901,3/1/2017 - 3/31/2017," $180,721 "," $66,867 "
415361,3/1/2017 - 3/31/2017," $77,704 "," $28,751 "
415504,3/1/2017 - 3/31/2017," $685,573 "," $253,662 "
72437,3/1/2017 - 3/31/2017, $14 , $5 
415203,3/1/2017 - 3/31/2017," $212,101 "," $78,477 "
413893,3/1/2017 - 3/31/2017," $334,063 "," $123,603 "
420661,3/1/2017 - 3/31/2017," $114,139 "," $42,231 "
421005,3/1/2017 - 3/31/2017," $207,070 "," $76,616 "
424057,3/1/2017 - 3/31/2017," $82,358 "," $30,472 "
414211,3/1/2017 - 3/31/2017," $473,103 "," $175,048 "
82587,3/1/2017 - 3/31/2017," $126,081 "," $46,650 "
360307,3/1/2017 - 3/31/2017," $455,278 "," $168,453 "
415567,3/1/2017 - 3/31/2017," $268,296 "," $99,270 "
415662,3/1/2017 - 3/31/2017, $1 , $0.51 
422944,3/1/2017 - 3/31/2017," $153,891 "," $56,940 "
413319,3/1/2017 - 3/31/2017," $254,430 "," $94,139 "
420123,3/1/2017 - 3/31/2017," $78,362 "," $28,994 "
414970,3/1/2017 - 3/31/2017," $205,491 "," $76,032 "
421083,3/1/2017 - 3/31/2017," $76,236 "," $28,207 "
421630,3/1/2017 - 3/31/2017," $86,275 "," $31,922 "
422570,3/1/2017 - 3/31/2017," $157,410 "," $58,242 "
402780,3/1/2017 - 3/31/2017," $82,117 "," $30,383 "
422466,3/1/2017 - 3/31/2017," $30,843 "," $11,412.02 "
422992,3/1/2017 - 3/31/2017," $173,446 "," $64,175 "
415575,3/1/2017 - 3/31/2017," $171,834 "," $63,578 "
413366,3/1/2017 - 3/31/2017," $163,282 "," $60,414 "
414060,3/1/2017 - 3/31/2017," $316,262 "," $117,017 "
424599,3/1/2017 - 3/31/2017," $3,861 "," $1,429 "
421813,3/1/2017 - 3/31/2017," $82,306 "," $30,453 "
415094,3/1/2017 - 3/31/2017," $373,098 "," $138,046 "
413819,3/1/2017 - 3/31/2017," $440,335 "," $162,924 "
413492,3/1/2017 - 3/31/2017," $96,872 "," $35,843 "
413940,3/1/2017 - 3/31/2017," $261,782 "," $96,859 "
414817,3/1/2017 - 3/31/2017," $486,468 "," $179,993 "
413358,3/1/2017 - 3/31/2017," $1,223,187 "," $452,579 "
413803,3/1/2017 - 3/31/2017," $323,957 "," $119,864 "
414491,3/1/2017 - 3/31/2017," $396,485 "," $146,699 "
413729,3/1/2017 - 3/31/2017," $111,382 "," $41,211 "
422234,3/1/2017 - 3/31/2017," $70,732 "," $26,171 "
422097,3/1/2017 - 3/31/2017," $10,163 "," $3,760 "
413529,3/1/2017 - 3/31/2017," $55,111 "," $20,391 "
423571,3/1/2017 - 3/31/2017," $122,532 "," $45,337 "
414503,3/1/2017 - 3/31/2017," $325,846 "," $120,563 "
413374,3/1/2017 - 3/31/2017," $263,140 "," $97,362 "
423754,3/1/2017 - 3/31/2017," $253,866 "," $93,930 "
423036,3/1/2017 - 3/31/2017," $35,822 "," $13,254 "
421332,3/1/2017 - 3/31/2017," $7,401 "," $2,738 "
414174,3/1/2017 - 3/31/2017," $294,573 "," $108,992 "
414569,3/1/2017 - 3/31/2017," $273,823 "," $101,315 "
414841,3/1/2017 - 3/31/2017," $454,841 "," $168,291 "
413363,3/1/2017 - 3/31/2017," $437,556 "," $161,896 "
414495,3/1/2017 - 3/31/2017," $185,412 "," $68,602 "
84130,3/1/2017 - 3/31/2017," $27,053 "," $10,009 "
415064,3/1/2017 - 3/31/2017," $64,295 "," $23,789 "
414714,3/1/2017 - 3/31/2017," $902,214 "," $333,819 "
415211,3/1/2017 - 3/31/2017," $263,988 "," $97,676 "
422049,3/1/2017 - 3/31/2017," $192,928 "," $71,383 "
414280,3/1/2017 - 3/31/2017," $182,354 "," $67,471 "
421708,3/1/2017 - 3/31/2017," $273,864 "," $101,330 "
