year,County,Females (Age 0-11),Females (Age 12-17),Females (Age 18-39),Females (Age >40),Total Female,Males (Age 0-11),Males (Age 12-17),Males (Age 18-39),Males (Age >40),Total Male,SRS_AG_ASSLT,SRS_ARSON,SRS_BURGLARY,SRS_MURDER,SRS_MVT,SRS_RAPE,SRS_ROBBERY,SRS_THEFT,SRS_TOTAL,NIB_ARSON,NIB_ASSAULT,NIB_BRIBERY,NIB_BURGLARY,NIB_DESTPROP,NIB_DRUGVIOL,NIB_EXTORTION,NIB_FORGERY,NIB_FSEX,NIB_GAMBVIOL,NIB_HTRFFCKNG,NIB_KIDNAP,NIB_MNSLGHTR,NIB_MURDER,NIB_NFSEX,NIB_PORN,NIB_PROPTOT,NIB_PROST,NIB_PRSNTOT,NIB_ROBBERY,NIB_SCTYTOT,NIB_THEFT,NIB_TOTAL,NIB_VIOLNCO,NIB_WEAPVIOL,ARR_AG_ASSLT,ARR_ARSON,ARR_BURGLARY,ARR_DRUG_CR,ARR_MURDER,ARR_MVT,ARR_OTHCRIME,ARR_RAPE,ARR_ROBBERY,ARR_THEFT,ARR_TOTAL,ARN_ARSON,ARN_ASSAULT,ARN_BRIBERY,ARN_BURGLARY,ARN_DESTPROP,ARN_DRUGVIOL,ARN_EXTORTION,ARN_FORGERY,ARN_FSEX,ARN_GAMBVIOL,ARN_GROUP_B,ARN_HTRFFCKNG,ARN_KIDNAP,ARN_MNSLGHTR,ARN_MURDER,ARN_NFSEX,ARN_PORN,ARN_PROST,ARN_ROBBERY,ARN_THEFT,ARN_TOTAL,ARN_VIOLNCO,ARN_WEAPVIOL,JDP_TOTALADP,JST_UNKNOWN,JRR_AG_ASSLT,JRR_ARSON,JRR_BURGLARY,JRR_DRUG_CR,JRR_MURDER,JRR_MVT,JRR_OTHFELCRIME,JRR_RAPE,JRR_ROBBERY,JRR_THEFT,JRR_TOTAL,JRN_ARSON,JRN_ASSAULT,JRN_BURGLARY,JRN_DESTPROP,JRN_DRUGVIOL,JRN_EXTORTION,JRN_FORGERY,JRN_FSEX,JRN_GROUP_B,JRN_KIDNAP,JRN_MNSLGHTR,JRN_MURDER,JRN_NFSEX,JRN_PORN,JRN_PROST,JRN_ROBBERY,JRN_THEFT,JRN_TOTAL,JRN_VIOLNCO,JRN_WEAPVIOL,JAD_DOC_ADM,JAD_NEW_ADM,JAD_READM,JAD_PAROLE_R,JAD_TOTAL,Total Population
2010,STATE,513224,259458,996676,1606216,3375574,537911,272928,1046340,1500497,3357676,12070,1315,54421,154,25282,2499,5876,166485,268102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4668,141,4139,18891,125,1017,146967,511,1506,21453,199418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,704,93,1283,2874,6,315,15548,101,476,5806,27206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,580,122,239,764,6733250
2011,STATE,509924,258598,993340,1634387,3396249,534264,271916,1035496,1529975,3371651,11647,1263,54833,159,24114,2217,5545,159218,258996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4630,123,4105,18887,129,980,131782,520,1516,22491,185163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,2,568,119,1187,2915,15,259,13372,108,325,5385,24253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,287,63,147,369,6767900
2012,STATE,509546,256876,996114,1658452,3420988,533909,269948,1038734,1554191,3396782,2900,360,18311,57,8584,657,1799,49449,82117,776,50446,6,37859,49229,21179,101,3904,3688,2,0,645,9,140,307,181,240756,610,64472,3807,25441,145074,330669,9237,3469,4612,120,4237,10672,116,925,92269,377,1547,22504,137379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,32,509,68,791,1972,6,225,10142,69,301,4233,18316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,540,131,276,710,6817770
2013,STATE,514055,256561,1002150,1680306,3453072,539045,269069,1045937,1575277,3429328,2215,283,15609,31,8224,526,1394,43944,72226,758,52331,8,38490,51236,17022,115,4131,3604,0,3,674,13,127,295,231,257356,627,67539,4114,21795,158504,346690,10492,3915,938,31,1022,2298,23,239,17896,81,300,6127,28955,96,22451,4,3567,3630,8324,23,756,572,0,58985,0,352,16,98,86,38,398,1291,22992,129774,4816,1279,-99.0,52,110,5,117,317,2,57,1801,10,52,913,3384,46,2994,690,918,1639,2,8,183,3226,24,0,7,24,8,6,259,3449,13754,39,232,41,510,121,226,672,6882400
2014,STATE,519015,257731,1014956,1704051,3495753,544409,270029,1059735,1598244,3472417,2090,298,14747,36,8552,570,1283,44091,71667,839,56137,4,39755,49845,18321,133,4143,4101,4,6,838,12,135,307,269,278057,807,73175,4327,23220,179011,374452,11639,3819,762,30,817,2023,34,224,15042,81,300,5530,24843,125,23080,4,3479,3529,8632,11,789,680,0,56208,0,365,5,98,85,38,467,1223,23995,129073,5036,1224,-99.0,0,78,17,126,270,1,50,1590,12,56,751,2951,47,2981,629,714,1543,3,17,158,3053,15,3,10,16,20,10,273,3245,12997,53,207,14,463,109,206,586,6968170
2015,STATE,522733,259703,1027062,1729999,3539497,547916,272393,1072677,1628927,3521913,1912,301,10958,44,6420,531,1013,35869,57048,924,59124,10,39686,53618,19387,197,4480,4326,2,23,855,6,164,295,290,285775,762,77796,4392,24852,182468,388423,13003,4411,597,19,708,1779,24,172,17824,54,228,3937,25342,112,24192,4,3603,3662,9245,14,704,691,2,56515,10,368,5,120,74,46,400,1309,24355,132644,5904,1309,-99.0,0,70,6,98,213,0,49,1322,11,36,551,2356,48,3015,604,794,1249,2,9,142,3034,21,1,11,28,11,3,284,3061,12628,65,246,3,449,113,180,565,7061410
2016,STATE,531005,262725,1047543,1758718,3599991,556324,275725,1094263,1657397,3583709,1196,185,6030,18,4411,347,610,19637,40313,954,66864,8,42553,62660,24633,251,5751,5251,1,18,1218,8,177,351,438,329534,773,88329,4987,30814,212370,448677,14442,4969,285,6,266,465,9,68,7553,18,57,1085,9812,130,26708,8,4405,4165,11949,8,866,790,0,59446,0,420,6,93,93,48,537,1383,26050,145253,6662,1486,-99.0,0,13,3,37,52,1,15,494,0,12,134,761,28,3031,463,735,1428,1,10,179,2666,24,1,15,31,29,9,312,2892,12148,54,240,7,451,109,180,567,7183700
2010,STEVENS,3436,2139,4630,11936,22140,3542,2288,4569,11759,22160,27,1,405,0,105,20,8,633,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,54,142,0,13,808,12,12,139,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,1,0,7,18,0,2,68,0,0,19,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,4,44300
2011,STEVENS,3054,1991,4248,12480,21772,3252,2062,4331,12184,21828,23,0,262,2,66,7,5,534,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,29,101,3,17,779,9,5,144,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,1,0,4,16,0,2,29,1,0,16,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,43600
2012,STEVENS,2937,1839,4518,12579,21871,3103,1974,4562,12189,21829,0,0,0,0,0,0,0,0,0,1,443,0,304,247,100,0,8,35,0,0,8,0,0,0,2,1225,0,612,1,125,664,1962,126,23,12,0,27,14,1,7,278,1,0,76,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0,1,0,8,4,0,1,17,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,43700
2013,STEVENS,2874,1797,4587,12654,21913,3090,1878,4682,12237,21887,0,0,0,0,0,0,0,0,0,2,428,0,277,172,58,0,8,44,0,0,4,0,2,0,2,1043,0,606,6,71,578,1720,128,11,0,0,0,0,0,0,0,0,0,0,0,1,190,0,18,15,16,0,3,3,0,219,0,1,0,2,0,0,0,5,107,611,21,10,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,6,0,0,0,12,0,0,0,0,0,0,0,9,38,0,0,0,3,0,3,3,43800
2014,STEVENS,2827,1755,4673,12748,22003,3008,1846,4749,12294,21897,0,0,0,0,0,0,0,0,0,1,408,0,297,251,59,0,5,46,0,0,8,0,1,0,1,1178,0,612,0,75,624,1865,149,15,0,0,0,0,0,0,0,0,0,0,0,0,144,0,15,13,19,0,1,2,0,170,0,6,0,1,0,0,0,0,85,484,23,5,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,0,0,0,2,0,0,0,0,0,0,0,4,17,0,0,0,2,0,1,2,43900
2015,STEVENS,2801,1713,4721,12808,22042,2981,1810,4806,12391,21988,0,0,0,0,0,0,0,0,0,0,438,0,311,219,62,0,7,50,0,0,3,0,4,0,1,1105,0,647,7,76,561,1828,152,13,0,0,0,0,0,0,0,0,0,0,0,0,140,0,14,10,10,0,0,3,0,86,0,1,0,0,0,0,0,3,70,359,18,4,42.2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,3,0,0,0,0,0,0,0,5,21,0,0,0,5,1,0,6,44030
2016,STEVENS,2796,1679,4761,12853,22089,2955,1777,4858,12421,22011,0,0,0,0,0,0,0,0,0,2,358,0,295,212,52,0,11,32,0,0,5,0,1,0,3,1002,0,502,3,75,479,1579,106,20,0,0,0,0,0,0,0,0,0,0,0,0,64,0,20,6,2,0,0,0,0,83,0,2,0,0,0,0,0,1,55,257,20,4,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,9,0,0,0,3,1,0,4,44100
2010,THURSTON,18236,9990,36028,64177,128430,19057,10818,36115,57979,123970,455,41,2052,4,428,86,86,5649,8801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,6,176,509,6,40,3425,16,42,793,5261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.0,0,33,2,44,120,0,13,831,2,7,205,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,16,29,66,252400
2011,THURSTON,18227,9717,36944,65362,130251,19374,10540,36206,57730,123849,402,31,1858,4,363,66,83,4763,7570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3,142,698,1,30,3513,14,38,761,5450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,30,3,52,143,1,5,696,1,10,180,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,19,16,254100
2012,THURSTON,18069,9639,37442,66423,131574,19305,10358,36798,58764,125226,146,5,883,9,222,59,60,3293,4677,22,759,0,1227,643,334,4,84,98,0,0,27,0,1,7,6,4716,0,1115,27,374,2709,6205,223,34,173,4,118,477,5,12,2794,12,38,954,4587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.0,1,20,3,34,88,0,9,670,1,4,129,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,39,39,256800
2013,THURSTON,18265,9616,37798,67602,133282,19528,10330,37142,59816,126818,0,0,0,0,0,0,0,0,0,12,860,0,1145,632,182,2,65,83,0,0,21,0,5,17,7,4049,0,1220,33,219,2160,5488,234,30,0,0,0,0,0,0,0,0,0,0,0,2,642,0,126,78,192,0,18,12,0,1372,0,15,0,3,6,0,0,26,363,3027,152,20,442.0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,14,17,41,0,0,4,67,0,0,0,0,2,0,2,38,275,0,3,0,25,6,24,31,260100
2014,THURSTON,18426,9694,38086,69082,135289,19817,10371,37381,61142,128711,0,0,0,0,0,0,0,0,0,31,2140,0,1878,1917,714,5,228,199,1,0,82,1,3,23,16,10978,14,3035,116,855,6803,14868,587,110,0,0,0,0,0,0,0,0,0,0,0,6,1049,0,197,181,330,0,44,16,0,3020,0,27,1,3,6,1,12,45,1062,6271,232,39,414.0,0,0,0,0,0,0,0,0,0,0,0,0,1,159,33,27,103,0,2,6,153,2,0,3,1,0,0,5,107,606,1,3,0,24,5,22,29,264000
2015,THURSTON,18570,9756,38139,70446,136912,19915,10451,37452,62680,130498,0,0,0,0,0,0,0,0,0,38,2232,0,1765,2053,709,7,314,217,0,0,73,0,3,10,15,11879,2,3225,118,837,7584,15941,690,111,0,0,0,0,0,0,0,0,0,0,0,8,1137,0,164,166,384,3,52,37,0,2608,0,21,0,2,4,2,0,48,1130,6075,280,29,426.0,0,0,0,0,0,0,0,0,0,0,0,0,4,151,28,26,43,1,1,3,117,1,0,0,1,0,0,4,77,469,4,8,0,25,4,21,29,267410
2016,THURSTON,18921,9954,38429,72279,139583,20250,10675,37705,64476,133107,0,0,0,0,0,0,0,0,0,20,2216,0,1604,2138,824,5,462,176,0,0,63,0,6,11,21,12170,1,3221,109,975,7832,16366,749,129,0,0,0,0,0,0,0,0,0,0,0,4,1093,2,198,156,416,0,65,26,0,2304,0,18,0,3,6,3,0,47,1140,5779,266,32,466.0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,6,25,53,0,0,3,95,2,0,0,0,0,0,1,70,380,3,5,0,16,2,11,18,272690
2010,WAHKIAKUM,242,169,373,1284,2069,269,169,386,1256,2081,1,0,10,0,3,1,0,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,12,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65,0,0,0,0,0,0,1,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4150
2011,WAHKIAKUM,224,129,305,1332,1990,215,155,330,1308,2010,6,1,3,0,0,0,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4000
2012,WAHKIAKUM,219,135,304,1349,2007,208,139,353,1318,2018,0,0,0,0,0,0,0,0,0,0,21,0,7,3,7,0,0,2,0,0,0,0,0,1,0,24,0,29,0,8,14,61,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4025
2013,WAHKIAKUM,224,136,302,1353,2012,203,129,359,1317,2008,0,0,0,0,0,0,0,0,0,0,25,0,9,7,12,0,0,5,0,0,0,0,0,1,0,35,0,31,0,12,19,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4020
2014,WAHKIAKUM,221,131,303,1350,2005,198,134,363,1309,2005,0,0,0,0,0,0,0,0,0,0,36,0,15,10,7,0,1,0,0,0,1,0,0,0,1,53,0,47,0,12,27,112,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4010
2015,WAHKIAKUM,210,126,305,1347,1988,191,129,370,1302,1992,0,0,0,0,0,0,0,0,0,0,43,0,23,16,5,0,3,2,0,0,0,0,0,0,0,81,0,55,0,6,39,142,10,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,6,56,5,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,1,0,3980
2016,WAHKIAKUM,212,123,310,1362,2007,188,127,374,1303,1993,0,0,0,0,0,0,0,0,0,0,55,0,14,15,2,0,0,2,0,0,0,0,0,2,0,68,0,67,0,2,39,137,8,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,4,1,1,0,1,0,0,42,0,0,0,0,0,0,0,0,3,84,5,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,2,4000
2010,WALLA WALLA,4174,2253,8325,14514,29266,4474,2341,10230,13287,30334,94,6,375,1,79,31,26,1369,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,21,105,1,9,844,6,7,217,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,0,7,0,10,28,0,10,332,0,5,78,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,13,59600
2011,WALLA WALLA,4232,2229,8325,14169,28954,4336,2290,9893,13326,29846,109,15,362,3,65,33,23,1509,2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,22,149,2,7,826,6,10,243,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,1,0,12,57,0,6,291,2,1,74,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3,58800
2012,WALLA WALLA,4141,2312,8397,14231,29081,4330,2260,10112,13317,30019,0,0,0,0,0,0,0,0,0,4,206,0,176,174,123,2,4,15,0,0,2,0,1,1,2,953,0,262,4,139,589,1354,37,14,35,0,34,137,1,7,735,2,6,216,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.0,0,7,0,10,28,0,2,262,1,1,67,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,9,59100
2013,WALLA WALLA,4167,2381,8301,14534,29382,4379,2305,9929,13505,30118,0,0,0,0,0,0,0,0,0,15,531,0,409,821,255,0,24,33,0,0,19,0,0,3,3,3179,0,696,16,288,1894,4163,110,30,0,0,0,0,0,0,0,0,0,0,0,0,201,0,35,35,109,0,0,1,0,452,0,0,0,0,0,0,0,5,295,1180,37,10,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,8,12,28,0,0,1,25,0,0,0,0,0,0,0,93,208,0,4,0,15,1,3,16,59500
2014,WALLA WALLA,4200,2374,8392,14753,29719,4387,2311,10070,13663,30431,0,0,0,0,0,0,0,0,0,23,591,0,408,801,288,5,43,40,0,0,12,0,2,4,8,3199,0,738,14,337,1905,4274,89,41,0,0,0,0,0,0,0,0,0,0,0,1,211,0,55,43,151,0,11,4,0,427,0,0,0,2,0,2,0,4,367,1318,23,17,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,13,15,26,0,0,1,22,0,0,1,0,0,0,0,57,194,0,4,0,10,1,1,11,60150
2015,WALLA WALLA,4192,2379,8452,14919,29943,4385,2332,10150,13840,30707,0,0,0,0,0,0,0,0,0,30,577,0,377,730,225,3,35,61,0,0,12,0,4,9,8,3183,1,804,24,272,1984,4259,141,38,0,0,0,0,0,0,0,0,0,0,0,1,211,0,31,31,106,0,3,11,0,299,0,2,0,1,0,0,0,13,263,1053,76,5,70.0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,12,17,12,0,0,3,16,0,0,0,0,0,0,2,45,141,0,3,0,12,2,1,14,60650
2016,WALLA WALLA,4218,2429,8167,15265,30080,4410,2360,9773,14107,30650,0,0,0,0,0,0,0,0,0,20,560,0,355,796,251,6,60,54,0,0,20,0,2,5,12,3221,0,856,21,310,1963,4387,215,47,0,0,0,0,0,0,0,0,0,0,0,0,188,0,36,44,116,0,0,5,0,362,0,6,0,1,0,0,0,11,210,1070,68,23,72.0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,3,8,16,0,0,1,20,0,0,0,0,0,0,0,30,100,0,1,0,9,2,5,11,60730
2010,WHATCOM,13814,7153,32162,45772,98900,14285,7399,32131,42785,96600,344,11,1426,5,266,90,104,4973,7219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,5,193,698,3,32,4444,20,47,953,6580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.0,0,28,1,25,108,0,13,696,2,7,217,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,6,13,195500
2011,WHATCOM,13268,7162,32788,48750,101969,14070,7393,33433,45236,100131,275,25,1436,3,229,97,74,4708,6847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,2,152,801,2,22,4523,24,33,905,6643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,17,5,36,100,0,10,642,1,10,171,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,3,12,202100
2012,WHATCOM,13192,7592,32704,49120,102608,14055,7627,33491,45719,100892,282,11,411,1,67,38,7,648,1465,13,1345,0,869,2110,863,1,183,108,0,0,34,0,4,9,2,8440,16,1752,56,963,5208,11155,252,82,296,5,136,532,2,21,2918,21,20,814,4765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.0,0,19,1,22,79,0,5,443,4,5,156,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,4,15,203500
2013,WHATCOM,13251,7639,32887,49881,103658,14211,7641,33737,46553,102142,115,10,417,0,85,30,12,828,1497,11,1227,0,862,1925,658,1,240,117,0,0,41,0,2,7,7,8478,32,1656,55,769,5384,10903,262,72,96,3,41,126,0,10,1179,7,9,88,1559,1,459,0,117,144,266,0,20,7,0,1519,0,13,0,3,2,0,2,36,1219,3982,156,18,415.0,2,1,1,5,6,0,4,197,1,0,4,219,0,54,20,53,68,0,0,7,99,0,0,0,0,0,1,3,204,517,1,7,2,20,3,1,25,205800
2014,WHATCOM,13331,7648,32937,50639,104555,14262,7674,33765,47344,103045,0,0,0,0,0,0,0,0,0,22,1718,0,1410,2335,843,2,320,160,0,0,46,1,2,9,12,11195,30,2415,86,1019,7020,14629,479,134,0,0,0,0,0,0,0,0,0,0,0,2,782,0,203,167,419,0,32,42,0,1685,0,24,0,1,5,3,6,47,1329,5028,222,59,408.0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,16,31,78,0,1,3,117,0,0,0,1,1,0,6,208,532,0,7,0,8,5,0,13,207600
2015,WHATCOM,13416,7650,32967,51508,105541,14284,7716,33741,48507,104249,0,0,0,0,0,0,0,0,0,16,1751,0,1147,2161,755,4,219,160,0,0,37,1,6,18,22,10165,13,2390,63,882,6555,13437,417,92,0,0,0,0,0,0,0,0,0,0,0,2,773,0,166,149,397,0,27,27,0,1498,0,15,0,6,6,1,0,39,1106,4449,207,30,358.0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,21,26,53,0,0,3,99,2,0,0,0,1,0,6,135,427,2,4,0,9,4,2,13,209790
2016,WHATCOM,13620,7558,32767,52877,106822,14520,7660,33579,49959,105718,0,0,0,0,0,0,0,0,0,32,1793,1,1388,2259,822,3,205,200,0,0,53,0,4,22,24,10902,9,2470,69,976,6945,14348,398,121,0,0,0,0,0,0,0,0,0,0,0,6,786,1,199,163,444,0,17,39,0,1379,0,21,2,1,3,4,3,34,1199,4537,196,40,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,14,8,37,0,0,3,91,0,0,0,2,1,0,7,107,315,0,1,0,17,2,4,19,212540
2010,WHITMAN,2254,1186,10618,7430,21489,2424,1178,11403,7105,22111,31,3,264,1,35,17,12,605,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,41,224,0,7,1720,2,7,55,2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.25,0,0,1,10,7,0,1,50,1,0,14,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,43600
2011,WHITMAN,2138,1047,11484,7310,21979,2347,1145,12444,6885,22821,36,9,154,0,23,10,3,562,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,32,256,0,5,1338,1,1,54,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,1,0,5,11,0,0,44,0,0,19,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,44800
2012,WHITMAN,1995,1796,12340,6537,22671,2142,1665,13358,6115,23279,0,0,0,0,0,0,0,0,0,7,321,0,172,462,535,0,10,39,0,0,0,0,1,0,0,1505,1,361,6,583,848,2449,0,47,1,0,25,159,2,5,952,2,0,53,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,0,0,0,0,9,0,3,25,0,0,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,45950
2013,WHITMAN,2105,1643,12257,6659,22665,2264,1527,13324,6220,23335,0,0,0,0,0,0,0,0,0,0,320,0,161,348,303,0,15,25,0,0,2,0,0,5,0,1225,0,352,4,328,697,1905,0,25,0,0,0,0,0,0,0,0,0,0,0,0,125,0,26,24,91,0,1,3,0,750,0,2,0,1,3,0,0,7,92,1132,0,7,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,5,6,0,0,2,9,1,0,0,0,0,0,0,9,50,0,1,0,2,1,0,3,46000
2014,WHITMAN,2169,1775,12273,6670,22887,2322,1641,13394,6255,23613,0,0,0,0,0,0,0,0,0,6,389,0,189,369,337,3,13,26,0,0,0,0,0,1,3,1360,0,416,3,373,777,2149,0,33,0,0,0,0,0,0,0,0,0,0,0,0,166,0,30,46,85,0,6,8,0,809,0,0,0,0,0,0,0,0,104,1258,0,4,41.0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,0,9,0,0,1,19,0,0,0,0,1,0,0,24,80,0,3,0,0,0,1,0,46500
2015,WHITMAN,2198,1802,12571,6619,23190,2348,1661,13794,6256,24060,0,0,0,0,0,0,0,0,0,4,395,1,173,312,221,0,5,26,0,0,0,1,1,0,5,1086,0,423,6,262,585,1771,0,36,0,0,0,0,0,0,0,0,0,0,0,1,153,0,21,38,129,0,0,7,0,887,0,0,1,1,0,1,0,1,74,1325,0,11,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,2,5,0,0,1,20,0,0,0,2,0,0,0,8,60,0,3,0,0,0,0,0,47250
